"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"Resort Hotel",0,342,2016,"September",40,29,2,4,1,0,0,"BB","IRL","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","201","NULL",0,"Transient-Party",36,0,0,"Check-Out","2016-10-05"
"Resort Hotel",1,213,2017,"June",25,20,2,8,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",180,0,0,"Canceled","2016-11-21"
"Resort Hotel",0,5,2016,"December",52,19,1,0,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",39,1,0,"Check-Out","2016-12-20"
"Resort Hotel",1,1,2015,"August",35,28,2,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","C",0,"No Deposit","NULL","NULL",0,"Transient",130.6,0,1,"Canceled","2015-08-28"
"City Hotel",1,49,2016,"November",46,7,1,2,1,0,0,"SC","ESP","Online TA","GDS",0,0,0,"A","A",0,"No Deposit","195","NULL",0,"Transient",161.1,0,0,"Canceled","2016-10-07"
"City Hotel",1,9,2016,"February",9,24,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",70.07,0,0,"Canceled","2016-02-16"
"City Hotel",1,111,2017,"April",17,27,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","31","NULL",0,"Transient",120,0,0,"Canceled","2017-01-06"
"City Hotel",1,408,2017,"May",22,30,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-05-05"
"City Hotel",0,32,2016,"October",43,17,2,5,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",85,0,0,"Check-Out","2016-10-24"
"City Hotel",0,296,2016,"September",39,21,0,4,2,0,0,"HB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","26","NULL",0,"Transient-Party",117,0,1,"Check-Out","2016-09-25"
"City Hotel",0,116,2016,"July",28,6,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",116.95,0,1,"Check-Out","2016-07-09"
"City Hotel",1,54,2016,"October",42,10,1,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",118.8,0,0,"Canceled","2016-10-07"
"City Hotel",0,64,2016,"December",53,25,2,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","7","NULL",0,"Transient",74.61,0,2,"Check-Out","2016-12-29"
"Resort Hotel",0,53,2016,"June",24,7,0,2,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",129,0,1,"Check-Out","2016-06-09"
"City Hotel",0,65,2016,"July",30,21,0,3,3,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",143.7,0,2,"Check-Out","2016-07-24"
"City Hotel",0,8,2017,"April",15,13,1,3,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",185.25,0,1,"Check-Out","2017-04-17"
"City Hotel",1,342,2015,"September",39,24,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"City Hotel",0,12,2016,"September",40,28,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","86","NULL",0,"Transient",160.2,0,1,"Check-Out","2016-09-30"
"City Hotel",0,7,2016,"October",41,4,0,5,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,1,"Check-Out","2016-10-09"
"Resort Hotel",0,39,2015,"July",30,20,3,7,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","142","NULL",0,"Transient",141.6,0,1,"Check-Out","2015-07-30"
"City Hotel",1,8,2016,"May",22,25,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",111.35,0,0,"Canceled","2016-05-21"
"City Hotel",0,27,2015,"December",53,31,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","28","NULL",0,"Transient",129.5,0,0,"Check-Out","2016-01-04"
"Resort Hotel",0,3,2015,"October",41,8,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","F",0,"No Deposit","240","NULL",0,"Transient",67,0,1,"Check-Out","2015-10-09"
"City Hotel",1,16,2017,"March",9,4,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",108,0,0,"Canceled","2017-02-16"
"Resort Hotel",0,542,2016,"September",40,26,2,5,2,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","253","NULL",0,"Transient-Party",70,0,0,"Check-Out","2016-10-03"
"Resort Hotel",0,176,2017,"June",23,6,0,4,3,0,0,"BB","IRL","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250","NULL",0,"Transient",142.5,0,1,"Check-Out","2017-06-10"
"City Hotel",0,47,2016,"February",8,20,1,1,1,0,0,"BB","NLD","Direct","Direct",0,0,0,"A","A",3,"No Deposit","14","NULL",0,"Transient",82.9,0,0,"Check-Out","2016-02-22"
"Resort Hotel",1,152,2016,"August",32,2,0,5,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240","NULL",0,"Transient",252,0,1,"Canceled","2016-07-13"
"City Hotel",1,258,2016,"October",43,16,1,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","31","NULL",0,"Transient",110,0,0,"Canceled","2016-03-09"
"City Hotel",1,278,2015,"July",30,22,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-02"
"Resort Hotel",0,123,2016,"May",22,23,1,4,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","175","NULL",0,"Transient",52.56,0,0,"Check-Out","2016-05-28"
"City Hotel",1,133,2017,"July",27,7,0,2,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",141.3,0,1,"Canceled","2017-03-06"
"City Hotel",0,0,2015,"September",36,3,0,1,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",115,0,0,"Check-Out","2015-09-04"
"City Hotel",1,57,2017,"May",20,18,0,3,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",162,0,0,"Canceled","2017-04-01"
"City Hotel",0,28,2015,"September",36,3,2,5,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","13","NULL",0,"Contract",90.51,0,0,"Check-Out","2015-09-10"
"City Hotel",1,281,2017,"March",12,23,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-08-31"
"City Hotel",0,1,2016,"May",19,4,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,30,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-05-05"
"Resort Hotel",0,133,2016,"May",22,26,2,5,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","5","NULL",0,"Transient",68.4,0,1,"Check-Out","2016-06-02"
"City Hotel",0,32,2016,"October",44,29,2,1,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7","NULL",0,"Transient",214.21,0,1,"Check-Out","2016-11-01"
"City Hotel",1,348,2017,"June",22,3,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-05-16"
"City Hotel",0,44,2016,"January",1,2,2,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",98,0,0,"Check-Out","2016-01-05"
"City Hotel",0,13,2016,"January",4,21,0,3,0,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"B","B",0,"No Deposit","9","NULL",0,"Transient-Party",77.25,0,0,"Check-Out","2016-01-24"
"City Hotel",1,54,2017,"May",18,3,0,4,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",100.8,0,0,"Canceled","2017-03-16"
"City Hotel",0,3,2016,"March",11,7,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",103,0,1,"Check-Out","2016-03-08"
"Resort Hotel",1,196,2017,"July",30,27,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",153.75,0,0,"Canceled","2017-01-13"
"City Hotel",0,3,2016,"November",48,25,1,2,2,0,0,"BB","BGR","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",81,0,1,"Check-Out","2016-11-28"
"Resort Hotel",0,52,2016,"December",50,8,0,3,2,0,0,"BB","PRT","Direct","TA/TO",1,0,1,"D","D",1,"No Deposit","250","NULL",0,"Transient",62.2,0,2,"Check-Out","2016-12-11"
"City Hotel",0,134,2017,"February",8,25,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","30","NULL",0,"Transient-Party",75,0,0,"Check-Out","2017-02-26"
"Resort Hotel",1,56,2016,"March",13,24,0,3,2,2,0,"BB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250","NULL",0,"Transient",110,0,0,"Canceled","2016-02-03"
"City Hotel",1,384,2016,"July",30,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",65,0,0,"Canceled","2016-02-29"
"City Hotel",0,18,2015,"September",38,15,0,3,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",73.92,0,1,"Check-Out","2015-09-18"
"City Hotel",1,221,2016,"June",24,10,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","3","NULL",15,"Transient",80,0,0,"Canceled","2015-11-17"
"City Hotel",0,13,2016,"December",52,19,1,5,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88.4,0,2,"Check-Out","2016-12-25"
"City Hotel",0,54,2016,"November",46,11,2,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",77.25,0,1,"Check-Out","2016-11-16"
"City Hotel",1,158,2017,"April",16,21,2,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,1,"Canceled","2016-12-16"
"City Hotel",0,0,2015,"July",30,24,0,2,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","NULL","NULL",0,"Transient",0,0,2,"Check-Out","2015-07-26"
"Resort Hotel",0,10,2016,"March",12,15,0,3,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","115","NULL",0,"Transient",33.3,0,0,"Check-Out","2016-03-18"
"City Hotel",0,16,2016,"November",47,16,0,4,2,0,0,"BB","CIV","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","42","NULL",0,"Transient",68,0,1,"Check-Out","2016-11-20"
"City Hotel",0,2,2016,"June",27,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","238",0,"Transient",65,0,0,"Check-Out","2016-06-30"
"City Hotel",0,68,2015,"September",37,12,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","B",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Check-Out","2015-09-16"
"City Hotel",1,53,2016,"April",14,2,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",123.3,0,0,"Canceled","2016-02-19"
"Resort Hotel",0,73,2016,"November",46,10,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","314","NULL",0,"Transient",30.24,0,0,"Check-Out","2016-11-13"
"Resort Hotel",0,9,2015,"November",49,30,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",46.4,0,1,"Check-Out","2015-12-03"
"Resort Hotel",0,0,2017,"February",8,20,1,0,1,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",48,0,0,"Check-Out","2017-02-21"
"Resort Hotel",0,0,2017,"July",29,19,0,1,2,1,0,"BB","BRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",186,0,0,"Check-Out","2017-07-20"
"City Hotel",1,19,2015,"October",41,6,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,1,0,"A","A",0,"Non Refund","82","NULL",0,"Transient",90,0,0,"Canceled","2015-09-17"
"City Hotel",0,4,2016,"June",27,29,0,4,2,0,0,"SC","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",127,0,2,"Check-Out","2016-07-03"
"City Hotel",1,52,2016,"March",11,9,0,4,2,0,0,"SC","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",63.75,0,0,"Canceled","2016-01-28"
"City Hotel",0,19,2016,"April",15,9,4,7,2,1,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","D",1,"No Deposit","9","NULL",0,"Transient",140.05,0,2,"Check-Out","2016-04-20"
"Resort Hotel",0,45,2015,"October",40,1,2,5,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242","NULL",0,"Transient",56,0,1,"Check-Out","2015-10-08"
"City Hotel",0,0,2016,"June",23,3,0,1,2,0,0,"BB","PRT","Online TA","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","263",0,"Transient",120,0,0,"Check-Out","2016-06-04"
"City Hotel",1,34,2015,"August",32,5,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-29"
"City Hotel",0,423,2017,"July",29,22,1,1,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","6","NULL",0,"Transient-Party",122.4,0,2,"Check-Out","2017-07-24"
"Resort Hotel",0,3,2016,"March",10,4,2,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","240","NULL",0,"Transient",58,0,1,"Check-Out","2016-03-09"
"City Hotel",1,178,2016,"April",18,28,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",46,"Transient",110,0,0,"Canceled","2015-12-18"
"Resort Hotel",0,3,2017,"August",35,27,1,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","330","NULL",0,"Transient-Party",80,0,2,"Check-Out","2017-08-28"
"Resort Hotel",0,5,2017,"March",12,22,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","D",0,"No Deposit","NULL","394",0,"Transient",55,0,0,"Check-Out","2017-03-23"
"City Hotel",1,198,2016,"September",37,9,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",120,0,0,"Canceled","2016-03-15"
"City Hotel",1,140,2017,"April",17,28,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","119","NULL",0,"Transient-Party",130,0,0,"Canceled","2017-03-20"
"Resort Hotel",0,3,2015,"December",49,5,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",54,1,1,"Check-Out","2015-12-09"
"City Hotel",1,468,2016,"October",43,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"Resort Hotel",0,0,2017,"January",5,30,1,0,2,0,0,"BB","PRT","Direct","TA/TO",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",45,0,1,"Check-Out","2017-01-31"
"Resort Hotel",0,4,2017,"January",2,14,0,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","168","NULL",0,"Transient-Party",100,0,1,"Check-Out","2017-01-15"
"City Hotel",0,54,2016,"April",18,27,0,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",78.77,0,1,"Check-Out","2016-04-30"
"Resort Hotel",0,203,2016,"May",20,10,0,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","248","NULL",0,"Transient-Party",46,0,0,"Check-Out","2016-05-12"
"City Hotel",0,166,2016,"June",26,19,2,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",100.3,0,1,"Check-Out","2016-06-23"
"Resort Hotel",0,1,2016,"August",33,13,0,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",241,1,0,"Check-Out","2016-08-14"
"Resort Hotel",0,141,2017,"May",21,27,2,5,2,2,0,"HB","GBR","Online TA","Direct",0,0,0,"G","G",4,"No Deposit","240","NULL",0,"Transient",194.14,0,1,"Check-Out","2017-06-03"
"Resort Hotel",1,74,2017,"February",7,18,1,1,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","498",0,"Transient-Party",40,0,0,"Canceled","2017-02-01"
"City Hotel",0,92,2015,"October",41,7,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit","3","NULL",58,"Transient-Party",70,0,0,"Check-Out","2015-10-11"
"City Hotel",0,15,2017,"June",24,14,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",150,0,2,"Check-Out","2017-06-15"
"City Hotel",0,124,2016,"July",30,17,2,2,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","9","NULL",0,"Transient",130.05,0,2,"Check-Out","2016-07-21"
"City Hotel",1,112,2017,"April",14,4,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","385",0,"Transient",95,0,0,"Canceled","2017-01-20"
"City Hotel",1,21,2017,"April",17,29,2,1,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",133,0,0,"Canceled","2017-04-08"
"City Hotel",0,2,2015,"October",42,12,1,1,1,0,0,"BB","PRT","Complementary","Direct",0,0,0,"A","A",0,"No Deposit","NULL","46",0,"Transient",0,0,0,"Check-Out","2015-10-14"
"City Hotel",1,166,2016,"July",28,7,2,3,3,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",121.55,0,0,"Canceled","2016-03-02"
"City Hotel",0,206,2016,"July",31,25,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,0,"Check-Out","2016-07-30"
"Resort Hotel",0,2,2015,"September",40,30,0,3,1,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","256","NULL",0,"Transient-Party",58.5,0,0,"Check-Out","2015-10-03"
"Resort Hotel",0,1,2016,"January",3,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","103",0,"Transient",30,0,0,"Check-Out","2016-01-13"
"City Hotel",1,156,2016,"June",25,18,1,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",96,0,0,"Canceled","2016-05-24"
"City Hotel",0,4,2017,"March",10,6,1,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","435",0,"Transient",95,0,0,"Check-Out","2017-03-08"
"City Hotel",1,276,2016,"May",20,13,2,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","21","NULL",160,"Transient",61,0,0,"Canceled","2016-01-18"
"City Hotel",1,29,2017,"July",28,9,2,1,2,0,0,"SC","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",133.33,0,1,"Canceled","2017-06-20"
"City Hotel",1,127,2017,"June",25,21,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","262","NULL",0,"Transient",99,0,0,"Canceled","2017-02-14"
"City Hotel",1,26,2016,"July",27,2,1,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",151,0,1,"Canceled","2016-06-13"
"Resort Hotel",0,0,2017,"February",7,17,0,2,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",8,0,0,"Check-Out","2017-02-19"
"Resort Hotel",0,286,2015,"October",42,14,2,4,2,0,0,"BB","GBR","Groups","Corporate",0,0,0,"A","A",2,"No Deposit","NULL","223",0,"Transient-Party",8,0,0,"Check-Out","2015-10-20"
"City Hotel",0,155,2017,"August",34,21,1,3,2,1,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",141.5,1,1,"Check-Out","2017-08-25"
"Resort Hotel",0,118,2015,"December",52,23,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","314","NULL",0,"Contract",25.92,0,2,"Check-Out","2015-12-30"
"City Hotel",0,142,2016,"September",37,4,2,1,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","F",0,"No Deposit","168","NULL",0,"Transient",101.15,0,0,"Check-Out","2016-09-07"
"Resort Hotel",0,23,2017,"March",13,29,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","254",0,"Transient",35,0,0,"Check-Out","2017-03-31"
"City Hotel",0,18,2015,"September",40,27,2,0,1,0,0,"BB","IRL","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","1","NULL",0,"Transient-Party",170,0,0,"Check-Out","2015-09-29"
"Resort Hotel",0,3,2016,"January",4,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","D",0,"No Deposit","NULL","47",0,"Transient",30,0,0,"Check-Out","2016-01-22"
"Resort Hotel",1,134,2017,"January",3,18,2,4,2,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240","NULL",0,"Transient-Party",87,0,0,"Canceled","2016-09-06"
"City Hotel",0,1,2016,"October",41,2,2,1,1,0,0,"BB","USA","Online TA","GDS",0,0,0,"A","A",0,"No Deposit","195","NULL",0,"Transient",154,0,1,"Check-Out","2016-10-05"
"City Hotel",0,2,2016,"May",19,5,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","8","NULL",0,"Transient",156,0,0,"Check-Out","2016-05-06"
"City Hotel",0,5,2015,"November",47,17,0,2,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","83","NULL",0,"Contract",86.6,0,1,"Check-Out","2015-11-19"
"Resort Hotel",0,118,2016,"June",24,8,0,1,2,0,0,"BB","CHE","Offline TA/TO","TA/TO",0,0,0,"D","E",0,"No Deposit","251","NULL",0,"Transient",78,0,0,"Check-Out","2016-06-09"
"Resort Hotel",0,135,2017,"August",35,30,2,6,2,0,0,"HB","BEL","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit","479","NULL",0,"Group",122,0,2,"Check-Out","2017-09-07"
"City Hotel",0,38,2016,"August",35,22,3,6,3,0,0,"BB","DZA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",159.6,0,0,"Check-Out","2016-08-31"
"City Hotel",0,39,2016,"March",12,13,2,1,3,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",115,0,1,"Check-Out","2016-03-16"
"City Hotel",1,35,2016,"July",31,25,1,0,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125.1,0,0,"Canceled","2016-06-20"
"City Hotel",1,179,2016,"October",41,7,0,2,3,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",141.3,0,0,"Canceled","2016-04-20"
"City Hotel",1,110,2017,"April",17,26,1,4,2,0,0,"BB","NOR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",158.95,0,0,"Canceled","2017-01-06"
"City Hotel",1,309,2016,"May",20,12,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"City Hotel",0,174,2017,"August",31,2,1,4,2,1,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",148.5,0,1,"Check-Out","2017-08-07"
"Resort Hotel",0,22,2017,"March",13,27,1,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",87,0,0,"Check-Out","2017-03-29"
"Resort Hotel",0,292,2016,"November",45,3,0,1,2,0,0,"BB","UKR","Groups","TA/TO",0,0,0,"A","C",1,"No Deposit","368","NULL",0,"Transient-Party",38,0,1,"Check-Out","2016-11-04"
"City Hotel",1,139,2017,"August",31,5,2,5,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125,0,0,"Canceled","2017-03-20"
