"hotel","is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","days_in_waiting_list","customer_type","adr","reservation_status"
"Resort Hotel",0,53,"March",10,5,2,5,1,0,0,"HB","DEU",0,"Transient-Party",40,"Check-Out"
"City Hotel",0,98,"November",48,23,1,3,2,0,0,"BB","CHL",0,"Transient-Party",75,"Check-Out"
"City Hotel",0,14,"November",46,7,1,0,1,0,0,"BB","ITA",0,"Transient",142.64,"Check-Out"
"City Hotel",0,115,"February",10,29,1,5,2,0,0,"BB","ITA",0,"Contract",102.33,"Check-Out"
"Resort Hotel",1,272,"April",15,14,2,2,2,0,0,"BB","FIN",0,"Transient",91.35,"Canceled"
"City Hotel",0,0,"August",33,19,1,1,2,0,0,"SC","FRA",0,"Transient",110.7,"Check-Out"
"City Hotel",0,36,"April",15,10,1,2,2,0,0,"BB","BEL",0,"Transient",140,"Check-Out"
"Resort Hotel",1,106,"July",30,21,1,3,2,2,0,"BB","ARG",0,"Transient",252,"Canceled"
"Resort Hotel",0,26,"May",23,31,2,7,2,0,0,"BB","IRL",0,"Transient",162.33,"Check-Out"
"City Hotel",1,55,"May",22,31,0,2,2,0,0,"BB","PRT",0,"Transient",135,"Canceled"
"Resort Hotel",1,27,"October",42,15,2,5,2,2,0,"BB","IRL",0,"Transient",140.71,"Canceled"
"Resort Hotel",1,129,"August",33,12,1,2,2,0,0,"BB","ESP",0,"Transient",189,"Canceled"
"City Hotel",0,117,"July",28,8,2,3,2,0,0,"BB","DEU",0,"Transient",116.05,"Check-Out"
"Resort Hotel",0,9,"November",48,27,0,2,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",1,178,"July",27,7,0,2,2,0,0,"HB","ITA",0,"Transient",143.1,"Canceled"
"Resort Hotel",0,142,"May",20,17,2,8,2,0,0,"BB","IRL",0,"Transient",100,"Check-Out"
"City Hotel",1,105,"April",15,6,0,1,2,0,0,"BB","PRT",0,"Transient",75,"Canceled"
"City Hotel",1,379,"July",30,21,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",0,4,"April",17,27,0,3,2,0,0,"BB","DZA",0,"Transient",270,"Check-Out"
"Resort Hotel",0,2,"March",11,12,0,1,2,0,0,"FB","ESP",0,"Transient",83,"Check-Out"
"City Hotel",1,336,"September",38,18,0,2,2,0,0,"Unknown","PRT",0,"Transient-Party",101.5,"Canceled"
"Resort Hotel",0,8,"June",26,27,1,5,2,0,0,"BB","PRT",0,"Transient",146.67,"Check-Out"
"Resort Hotel",0,0,"September",39,24,0,1,1,0,0,"BB","PRT",0,"Transient",81,"Check-Out"
"City Hotel",1,524,"December",51,15,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",0,28,"March",12,18,0,2,2,0,0,"BB","ESP",0,"Transient-Party",70,"Check-Out"
"City Hotel",1,40,"October",41,5,0,2,2,0,0,"BB","AUT",0,"Transient",139.5,"Canceled"
"Resort Hotel",1,47,"June",26,25,4,6,1,0,0,"BB","PRT",0,"Transient",50.88,"Canceled"
"City Hotel",0,263,"June",25,23,2,2,1,0,0,"BB","PRT",0,"Transient-Party",6.9,"Check-Out"
"City Hotel",0,39,"August",33,10,1,1,2,0,0,"BB","ESP",0,"Transient-Party",62,"Check-Out"
"City Hotel",0,10,"December",50,10,0,1,1,0,0,"BB","PRT",0,"Transient",74,"Check-Out"
"City Hotel",1,58,"May",21,18,0,1,3,0,0,"BB","RUS",0,"Transient",159.3,"Canceled"
"City Hotel",1,72,"December",53,27,2,0,2,0,0,"HB","PRT",0,"Transient",90,"Canceled"
"Resort Hotel",1,468,"May",19,12,0,2,2,0,0,"HB","PRT",0,"Transient-Party",67,"Canceled"
"City Hotel",0,26,"October",43,21,0,2,2,0,0,"SC","FRA",0,"Transient",90,"Check-Out"
"City Hotel",1,121,"June",26,24,1,2,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,62,"April",14,1,1,2,2,0,0,"BB","FRA",0,"Transient-Party",106.2,"Check-Out"
"City Hotel",0,22,"January",5,28,0,3,2,0,0,"BB","ITA",0,"Transient",80.3,"Check-Out"
"City Hotel",0,130,"August",34,24,0,2,2,0,0,"BB","FRA",0,"Transient",109.8,"Check-Out"
"City Hotel",1,124,"April",14,8,1,1,2,0,0,"SC","Unknown",0,"Transient",99,"Canceled"
"Resort Hotel",0,210,"June",23,2,0,3,3,0,0,"HB","GBR",0,"Transient",129.44,"Check-Out"
"City Hotel",0,68,"September",40,29,0,2,2,0,0,"BB","FRA",0,"Transient-Party",65,"Check-Out"
"City Hotel",1,261,"October",40,1,1,1,2,0,0,"Unknown","PRT",0,"Transient-Party",96,"Canceled"
"City Hotel",0,73,"July",29,15,0,1,2,0,0,"BB","CHE",0,"Transient-Party",75,"Check-Out"
"City Hotel",1,146,"April",17,25,0,3,2,0,0,"SC","AUT",0,"Transient",102,"Canceled"
"City Hotel",1,16,"December",50,7,2,8,2,0,0,"SC","AGO",0,"Transient",75.99,"Canceled"
"City Hotel",1,282,"October",41,10,2,1,2,0,0,"HB","PRT",0,"Transient-Party",96,"Canceled"
"City Hotel",1,83,"May",18,5,0,2,2,0,0,"Unknown","IRL",0,"Transient",135,"Canceled"
"Resort Hotel",0,25,"December",52,23,2,5,1,1,0,"BB","DEU",0,"Transient",42.35,"Check-Out"
"City Hotel",0,22,"October",44,25,0,3,2,0,0,"BB","PRT",0,"Transient",139,"Check-Out"
"City Hotel",1,49,"May",19,7,1,1,3,0,0,"BB","FIN",0,"Transient",159.3,"Canceled"
"Resort Hotel",0,37,"October",44,25,0,1,2,0,0,"BB","FRA",0,"Transient-Party",88,"Check-Out"
"City Hotel",1,143,"July",30,19,0,3,2,0,0,"BB","ESP",0,"Transient",121.8,"Canceled"
"Resort Hotel",0,21,"June",26,25,2,1,2,0,0,"BB","PRT",0,"Transient",152.33,"Check-Out"
"City Hotel",0,178,"June",25,24,2,4,3,0,0,"BB","DNK",0,"Transient",178.5,"Check-Out"
"Resort Hotel",0,88,"April",17,29,2,5,1,0,0,"BB","GBR",0,"Transient",34.2,"Check-Out"
"City Hotel",1,40,"January",3,20,0,1,2,0,0,"BB","PRT",0,"Transient",106,"Canceled"
"City Hotel",0,0,"May",21,24,0,1,1,0,0,"SC","AUS",0,"Transient",105.34,"Check-Out"
"City Hotel",1,545,"January",1,5,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"Resort Hotel",1,3,"June",24,6,1,0,2,0,0,"BB","PRT",0,"Transient",65,"Canceled"
"Resort Hotel",1,14,"December",50,5,1,2,1,0,0,"Undefined","PRT",7,"Transient-Party",0,"Canceled"
"City Hotel",1,102,"December",51,13,0,4,2,0,0,"SC","PHL",0,"Transient",74.8,"Canceled"
"Resort Hotel",0,4,"April",14,3,1,0,1,0,0,"BB","NULL",0,"Transient",48,"Check-Out"
"City Hotel",0,1,"June",26,28,0,1,2,2,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",0,11,"May",18,2,0,4,2,0,0,"SC","FRA",0,"Transient",155,"Check-Out"
"Resort Hotel",1,103,"March",13,27,1,1,2,0,0,"BB","PRT",0,"Transient",73,"Canceled"
"City Hotel",0,173,"July",28,15,2,5,2,0,0,"HB","GBR",0,"Transient",114.92,"Check-Out"
"Resort Hotel",0,0,"June",25,13,1,0,1,0,0,"BB","PRT",0,"Transient",111,"Check-Out"
"City Hotel",1,26,"December",49,1,4,10,1,0,0,"SC","PRT",0,"Transient",66.29,"Canceled"
"City Hotel",0,10,"February",9,22,1,3,1,0,0,"Unknown","PRT",0,"Transient",87,"Check-Out"
"Resort Hotel",0,89,"April",17,28,2,2,2,0,0,"HB","ESP",0,"Transient",121.5,"Check-Out"
"City Hotel",0,4,"August",32,8,2,1,2,0,0,"SC","DZA",0,"Contract",80,"Check-Out"
"City Hotel",0,48,"August",34,25,1,2,2,0,0,"SC","Unknown",0,"Transient",65,"Check-Out"
"City Hotel",0,111,"May",18,3,0,3,2,0,0,"BB","PRT",0,"Transient",126,"Check-Out"
"City Hotel",1,465,"July",27,4,0,1,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"Resort Hotel",0,80,"August",33,11,0,2,2,0,0,"BB","ESP",0,"Transient",189,"Check-Out"
"Resort Hotel",0,152,"July",29,13,1,4,3,0,0,"BB","BEL",0,"Transient",224.4,"Check-Out"
"City Hotel",0,36,"October",42,17,0,1,1,0,0,"BB","BEL",0,"Contract",102.6,"Check-Out"
"City Hotel",1,48,"March",11,7,1,3,2,0,0,"BB","POL",0,"Transient",73.95,"Canceled"
"City Hotel",1,31,"October",41,3,1,5,3,0,0,"BB","NOR",0,"Transient",173.25,"Canceled"
"Resort Hotel",0,3,"January",3,19,0,1,1,0,0,"BB","PRT",0,"Transient-Party",30,"Check-Out"
"Resort Hotel",0,26,"March",12,14,0,0,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",0,152,"April",14,5,1,4,1,0,0,"BB","GBR",0,"Transient-Party",48,"Check-Out"
"City Hotel",1,42,"May",19,8,1,2,1,0,0,"SC","PRT",0,"Transient",139,"Canceled"
"City Hotel",0,317,"April",17,25,0,3,2,0,0,"BB","USA",0,"Transient",118.8,"Check-Out"
"Resort Hotel",0,12,"June",26,26,1,3,2,0,0,"BB","PRT",0,"Transient",128.75,"Check-Out"
"City Hotel",0,14,"October",42,14,0,3,1,0,0,"BB","DNK",0,"Transient-Party",95,"Check-Out"
"City Hotel",0,14,"August",34,17,1,4,2,0,0,"SC","NLD",0,"Transient",91.43,"Check-Out"
"City Hotel",0,56,"March",13,31,0,2,3,0,0,"BB","GBR",0,"Transient",148,"Check-Out"
"Resort Hotel",1,64,"March",10,9,2,5,2,0,0,"BB","PRT",0,"Transient",60,"Canceled"
"Resort Hotel",0,0,"January",52,1,1,0,2,0,0,"BB","GBR",0,"Transient",106,"Check-Out"
"Resort Hotel",0,0,"October",44,27,0,2,2,0,0,"BB","ESP",0,"Transient",58,"Check-Out"
"Resort Hotel",0,3,"February",8,19,0,2,2,0,0,"BB","PRT",0,"Transient",45,"Check-Out"
"Resort Hotel",0,1,"March",12,16,0,1,1,0,0,"BB","PRT",0,"Transient",40,"Check-Out"
"City Hotel",1,276,"May",20,13,2,3,2,0,0,"BB","PRT",160,"Transient",61,"Canceled"
"City Hotel",0,46,"November",45,4,0,2,1,0,0,"BB","Unknown",0,"Transient",67.5,"Check-Out"
"City Hotel",0,127,"July",30,25,0,3,2,0,0,"Unknown","AUT",0,"Transient",100,"Check-Out"
"Resort Hotel",1,40,"November",46,11,0,4,1,0,0,"BB","Unknown",0,"Transient-Party",40,"Canceled"
"City Hotel",0,42,"March",12,19,2,2,2,0,0,"BB","ESP",0,"Transient",100.3,"Check-Out"
"City Hotel",0,122,"September",38,11,2,4,2,0,0,"BB","ESP",0,"Transient",80.75,"Check-Out"
"Resort Hotel",0,124,"June",24,15,0,3,2,0,0,"BB","PRT",0,"Transient",110,"Check-Out"
"Resort Hotel",0,185,"February",8,24,2,2,1,0,0,"BB","PRT",0,"Transient",39.6,"Check-Out"
"City Hotel",0,172,"August",34,25,2,2,3,0,0,"BB","FRO",0,"Transient",202.5,"Check-Out"
"Resort Hotel",1,96,"October",45,31,2,5,2,0,0,"BB","GBR",0,"Transient",46.8,"Canceled"
"City Hotel",0,0,"November",45,5,2,1,1,0,0,"BB","SWE",0,"Transient",150,"Check-Out"
"City Hotel",0,7,"December",50,7,0,1,1,0,0,"SC","PRT",0,"Transient",74.8,"Check-Out"
"City Hotel",0,20,"October",41,4,0,3,2,0,0,"BB","FRA",0,"Transient",149,"Check-Out"
"City Hotel",1,50,"October",43,24,0,1,2,0,0,"HB","PRT",0,"Transient",146,"Canceled"
"City Hotel",1,40,"May",18,4,1,3,2,0,0,"SC","GBR",0,"Transient",149,"Canceled"
"City Hotel",0,4,"March",13,22,0,2,3,0,0,"BB","PRT",0,"Transient",137,"Check-Out"
"Resort Hotel",0,39,"October",44,23,1,0,2,0,0,"BB","GBR",0,"Transient",57.75,"Check-Out"
"Resort Hotel",0,233,"July",27,2,2,5,2,0,0,"BB","ROU",0,"Transient",101.7,"Check-Out"
"City Hotel",0,73,"June",26,25,2,1,2,0,0,"BB","GBR",0,"Transient",80.75,"Check-Out"
"Resort Hotel",0,17,"August",33,8,1,3,2,0,0,"HB","CN",0,"Transient-Party",268,"Check-Out"
"City Hotel",0,2,"August",33,12,0,1,2,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"Resort Hotel",1,210,"July",27,6,2,3,2,0,0,"BB","Unknown",0,"Transient",136,"Canceled"
"Resort Hotel",1,300,"July",30,27,2,7,2,0,0,"BB","PRT",0,"Transient",125.28,"Canceled"
"Resort Hotel",1,130,"August",31,1,2,5,2,0,0,"BB","PRT",0,"Transient",120.6,"Canceled"
"Resort Hotel",1,126,"April",16,17,1,1,2,0,0,"BB","PRT",0,"Transient",54,"Canceled"
"City Hotel",1,69,"June",25,12,2,4,1,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"City Hotel",0,49,"March",12,21,0,3,1,0,0,"BB","PRT",0,"Transient",67.91,"Check-Out"
"City Hotel",1,24,"April",17,23,2,0,2,0,0,"SC","LBN",0,"Transient",115,"Canceled"
"City Hotel",1,225,"July",27,6,0,3,2,0,0,"BB","DEU",0,"Transient",107.1,"Canceled"
"City Hotel",1,3,"August",34,17,1,3,2,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"City Hotel",1,29,"December",51,17,1,1,2,0,0,"BB","FRA",0,"Transient",104,"Canceled"
"Resort Hotel",0,247,"September",36,3,2,5,2,0,0,"BB","Unknown",0,"Transient",82.71,"Check-Out"
"City Hotel",1,87,"September",37,11,0,1,1,0,0,"BB","FRA",0,"Transient-Party",90,"Canceled"
"City Hotel",1,64,"June",24,9,0,2,2,1,0,"BB","CHN",0,"Transient",143.1,"No-Show"
"Resort Hotel",0,7,"June",26,28,0,2,1,0,0,"BB","PRT",0,"Transient-Party",120,"Check-Out"
"City Hotel",0,243,"June",26,19,2,0,2,0,0,"BB","USA",0,"Transient",95.58,"Check-Out"
"City Hotel",0,22,"November",47,16,0,4,3,0,0,"BB","NLD",0,"Transient",130.9,"Check-Out"
"City Hotel",0,42,"July",27,6,0,1,2,0,0,"SC","CN",0,"Transient",109,"Check-Out"
"City Hotel",0,13,"March",13,25,1,2,3,0,0,"BB","Unknown",0,"Transient",192.67,"Check-Out"
"City Hotel",0,82,"September",37,6,0,5,1,0,0,"BB","FRA",0,"Transient-Party",85,"Check-Out"
"City Hotel",0,28,"November",45,2,2,5,2,0,0,"BB","DEU",0,"Transient",41.43,"Check-Out"
"City Hotel",0,235,"August",32,6,1,1,2,0,0,"BB","PRT",0,"Transient-Party",105.3,"Check-Out"
"City Hotel",0,3,"April",17,21,0,1,2,0,0,"BB","PRT",0,"Transient",101,"Check-Out"
"Resort Hotel",1,258,"October",41,2,2,3,1,0,0,"BB","PRT",0,"Transient",52.6,"Canceled"
"City Hotel",1,67,"February",7,12,2,0,2,0,0,"Unknown","PRT",0,"Transient",80,"Canceled"
"City Hotel",1,109,"May",19,8,1,3,2,0,0,"SC","FRA",0,"Transient",84.6,"Canceled"
"City Hotel",0,3,"May",20,13,2,4,2,0,0,"SC","GBR",0,"Transient",122.33,"Check-Out"
"City Hotel",0,3,"April",14,1,0,2,3,0,0,"BB","PRT",0,"Transient",156,"Check-Out"
"Resort Hotel",0,1,"January",1,2,0,1,2,0,0,"BB","PRT",0,"Transient",100,"Check-Out"
"Resort Hotel",0,80,"March",10,5,2,0,2,0,0,"BB","USA",0,"Transient",87,"Check-Out"
"City Hotel",0,164,"October",40,2,0,2,1,0,0,"BB","PRT",0,"Transient-Party",100,"Check-Out"
"Resort Hotel",1,268,"July",29,17,4,10,2,0,0,"HB","PRT",0,"Transient",183.59,"Canceled"
"City Hotel",0,117,"April",13,1,2,1,2,0,0,"SC","SUR",0,"Transient",99,"Check-Out"
"City Hotel",0,37,"November",45,1,2,1,2,0,0,"BB","FRA",0,"Transient",60,"Check-Out"
"City Hotel",1,75,"September",38,19,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",1,128,"May",19,11,0,3,1,0,0,"BB","GBR",0,"Transient",130.8,"Canceled"
"City Hotel",0,262,"January",2,9,1,2,2,0,0,"BB","ITA",0,"Transient-Party",81.9,"Check-Out"
"Resort Hotel",0,0,"November",47,18,0,1,1,0,0,"HB","ESP",0,"Transient",54,"Check-Out"
"City Hotel",0,0,"October",42,12,0,1,1,0,0,"BB","FRA",0,"Transient-Party",120,"Check-Out"
"Resort Hotel",1,74,"August",35,25,0,5,2,0,0,"BB","PRT",0,"Transient",130.2,"Canceled"
"City Hotel",0,268,"October",42,9,2,3,2,0,0,"BB","LCA",0,"Transient-Party",80.75,"Check-Out"
"City Hotel",1,106,"December",50,9,0,2,2,0,0,"BB","PRT",57,"Transient",75,"Canceled"
"Resort Hotel",0,327,"September",38,14,0,4,2,0,0,"BB","IRL",0,"Transient-Party",61.4,"Check-Out"
"Resort Hotel",1,138,"September",36,2,0,2,2,0,0,"Unknown","Unknown",0,"Transient",179,"Canceled"
"City Hotel",0,20,"December",53,27,2,1,2,0,0,"BB","FRA",0,"Transient",58,"Check-Out"
"Resort Hotel",1,55,"August",33,11,2,3,2,0,0,"HB","ESP",0,"Transient",241,"Canceled"
"City Hotel",1,19,"August",33,11,0,3,2,2,0,"BB","MAR",0,"Transient",123,"Canceled"
"City Hotel",0,66,"March",11,17,1,2,2,0,0,"BB","GBR",0,"Transient",79.2,"Check-Out"
"City Hotel",0,144,"May",18,6,2,1,2,0,0,"BB","FRA",0,"Transient-Party",90,"Check-Out"
"City Hotel",0,74,"March",14,31,0,3,2,0,0,"SC","IRL",0,"Transient",85.5,"Check-Out"
"Resort Hotel",1,109,"July",30,17,2,4,2,0,0,"HB","PRT",0,"Transient",170,"Canceled"
"City Hotel",1,22,"November",48,22,1,0,1,0,0,"BB","PRT",0,"Transient",65,"Canceled"
"City Hotel",0,140,"September",40,30,1,2,2,0,0,"BB","Unknown",11,"Transient-Party",132,"Check-Out"
"City Hotel",1,297,"August",33,10,1,1,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",0,140,"May",22,26,0,3,2,0,0,"BB","Unknown",7,"Transient-Party",110,"Check-Out"
"Resort Hotel",1,109,"October",41,3,2,5,2,0,0,"BB","PRT",0,"Transient",98,"Canceled"
"City Hotel",0,116,"March",12,24,0,2,1,0,0,"BB","FRA",0,"Transient-Party",90,"Check-Out"
"Resort Hotel",0,15,"February",6,11,0,1,2,0,0,"BB","PRT",0,"Transient",55,"Check-Out"
"Resort Hotel",0,106,"August",35,28,2,2,2,0,0,"BB","PRT",0,"Transient",166.5,"Check-Out"
"Resort Hotel",0,60,"July",29,12,2,2,2,0,1,"BB","FIN",0,"Transient",107,"Check-Out"
"City Hotel",0,140,"September",40,28,0,3,2,0,0,"BB","DEU",0,"Transient-Party",87,"Check-Out"
"City Hotel",0,0,"August",33,11,0,1,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",0,7,"February",8,23,0,1,1,0,0,"BB","BEL",0,"Transient",75,"Check-Out"
"City Hotel",0,16,"July",30,26,0,1,1,0,0,"BB","Unknown",0,"Transient",200,"Check-Out"
"City Hotel",0,298,"May",20,10,0,2,2,0,0,"BB","NZL",7,"Transient-Party",93,"Check-Out"
"City Hotel",1,85,"November",48,24,1,3,2,0,0,"BB","EGY",0,"Transient",88.4,"Canceled"
"Resort Hotel",1,26,"July",27,4,2,5,2,2,0,"BB","PRT",0,"Transient",163,"Canceled"
"City Hotel",1,19,"June",25,21,0,1,1,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"City Hotel",1,1,"February",10,28,2,1,1,0,0,"BB","PRT",0,"Transient-Party",60,"Canceled"
"City Hotel",1,100,"October",44,31,1,1,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",0,48,"March",10,5,0,1,2,0,0,"BB","PRT",0,"Transient",80.3,"Check-Out"
"Resort Hotel",0,0,"December",51,13,0,1,2,0,0,"BB","PRT",0,"Transient",48,"Check-Out"
"Resort Hotel",1,24,"September",40,30,2,3,2,0,0,"BB","Unknown",0,"Transient",101,"Canceled"
"Resort Hotel",0,130,"September",39,23,2,5,2,0,0,"BB","IRL",0,"Transient",60.43,"Check-Out"
"Resort Hotel",0,0,"February",7,11,0,1,2,0,0,"BB","FRA",0,"Transient",55,"Check-Out"
"City Hotel",0,66,"November",48,25,2,3,2,0,0,"BB","SWE",0,"Transient",88.4,"Check-Out"
"Resort Hotel",0,75,"May",19,2,1,4,2,0,0,"BB","IRL",0,"Transient",75,"Check-Out"
"City Hotel",1,213,"June",24,7,0,3,2,0,0,"BB","Unknown",12,"Transient",130,"Canceled"
"City Hotel",1,4,"March",12,16,0,1,1,0,0,"BB","PRT",0,"Transient",64.4,"No-Show"
"Resort Hotel",0,185,"April",17,18,1,1,2,0,0,"HB","DEU",0,"Transient-Party",85,"Check-Out"
"City Hotel",0,149,"July",32,31,2,1,3,0,0,"BB","NLD",0,"Transient",123.5,"Check-Out"
"City Hotel",1,81,"July",31,31,1,4,3,0,0,"BB","MAR",0,"Transient",224,"Canceled"
"Resort Hotel",1,138,"April",18,25,1,2,2,0,0,"BB","PRT",0,"Transient",65,"Canceled"
"City Hotel",0,414,"July",28,13,0,2,2,0,0,"HB","DEU",0,"Transient-Party",122.4,"Check-Out"
"City Hotel",0,320,"August",34,18,0,2,2,0,0,"HB","DEU",0,"Transient-Party",115,"Check-Out"
"Resort Hotel",0,154,"December",53,29,3,8,2,0,0,"BB","IRL",0,"Transient",47.54,"Check-Out"
"City Hotel",1,156,"April",17,26,0,3,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"Resort Hotel",1,157,"October",40,1,2,2,2,0,0,"BB","PRT",0,"Transient",52,"Canceled"
"City Hotel",0,25,"October",42,10,1,1,2,0,0,"BB","PRT",0,"Transient",95,"Check-Out"
"City Hotel",1,104,"May",20,15,1,2,1,0,0,"BB","PRT",0,"Transient",160,"Canceled"
"City Hotel",0,6,"July",29,11,1,1,1,0,0,"BB","DEU",0,"Transient",166,"Check-Out"
"City Hotel",1,5,"August",35,21,1,0,2,0,0,"BB","PRT",0,"Transient",167,"Canceled"
"City Hotel",0,73,"November",48,24,0,3,2,0,0,"BB","FRA",27,"Transient-Party",85.67,"Check-Out"
"Resort Hotel",0,80,"August",33,14,2,3,3,0,0,"HB","ESP",0,"Transient",168.28,"Check-Out"
"City Hotel",1,105,"May",20,19,0,2,1,0,0,"BB","PRT",0,"Transient",160,"Canceled"
"City Hotel",0,59,"October",42,9,1,0,2,0,0,"SC","USA",0,"Transient",108,"Check-Out"
"Resort Hotel",0,11,"May",20,18,2,7,2,0,0,"BB","NOR",0,"Transient",79.11,"Check-Out"
"Resort Hotel",0,16,"August",31,4,1,2,2,0,0,"BB","Unknown",0,"Transient",223.67,"Check-Out"
"City Hotel",1,304,"November",45,3,0,3,2,0,0,"BB","PRT",0,"Transient",89,"Canceled"
"City Hotel",1,159,"August",32,5,0,1,1,1,0,"BB","PRT",0,"Transient",105.3,"Canceled"
"City Hotel",0,106,"June",24,8,0,4,2,0,0,"BB","USA",0,"Transient",92.28,"Check-Out"
"City Hotel",0,32,"November",47,20,0,2,1,0,0,"BB","PRT",0,"Transient-Party",73,"Check-Out"
"City Hotel",1,126,"April",16,14,0,3,1,0,0,"Unknown","PRT",39,"Transient",85,"Canceled"
"City Hotel",0,101,"April",18,26,0,1,1,0,0,"HB","PRT",0,"Transient-Party",74,"Check-Out"
"City Hotel",0,1,"July",27,5,0,1,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"City Hotel",1,40,"September",36,3,1,1,2,0,0,"HB","PRT",0,"Transient-Party",96,"Canceled"
"City Hotel",0,5,"May",20,10,0,1,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"City Hotel",0,69,"October",44,25,2,1,1,0,0,"BB","PRT",58,"Transient-Party",75.33,"Check-Out"
"Resort Hotel",0,180,"April",16,17,1,0,2,0,0,"BB","AUS",0,"Transient",62,"Check-Out"
"Resort Hotel",0,254,"September",37,12,2,2,2,0,0,"BB","CN",0,"Transient-Party",0,"Check-Out"
"City Hotel",1,9,"January",5,29,4,10,2,0,0,"SC","PRT",0,"Transient",115.05,"Canceled"
"City Hotel",1,325,"October",43,17,1,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"City Hotel",1,138,"August",34,16,0,3,1,0,0,"BB","PRT",0,"Transient",121.2,"Canceled"
"City Hotel",0,171,"July",27,3,1,3,3,0,0,"BB","DEU",0,"Transient",153.9,"Check-Out"
"Resort Hotel",1,183,"June",26,27,0,4,2,1,0,"BB","PRT",0,"Transient",104.1,"Canceled"
"City Hotel",0,189,"May",21,19,0,3,2,0,0,"BB","FRA",0,"Transient-Party",65,"Check-Out"
"Resort Hotel",0,0,"November",47,16,1,4,3,0,0,"BB","ESP",0,"Transient",36.4,"Check-Out"
"City Hotel",0,26,"August",36,28,2,3,3,0,0,"BB","USA",0,"Transient",165.83,"Check-Out"
"City Hotel",0,17,"August",33,13,1,1,3,0,0,"BB","PRT",0,"Transient",173.95,"Check-Out"
"City Hotel",1,38,"March",13,21,1,2,3,0,0,"BB","Unknown",0,"Transient",102.7,"Canceled"
"City Hotel",1,159,"March",13,20,2,0,2,0,0,"BB","PRT",0,"Contract",90,"Canceled"
"City Hotel",0,256,"October",43,16,2,3,2,0,0,"BB","DEU",0,"Transient-Party",100.75,"Check-Out"
"City Hotel",0,101,"August",34,20,2,4,1,0,0,"BB","USA",0,"Transient",135,"Check-Out"
"Resort Hotel",0,186,"June",25,24,2,3,2,0,0,"BB","Unknown",0,"Contract",68.4,"Check-Out"
"City Hotel",1,197,"June",23,3,1,2,2,0,0,"BB","PRT",25,"Transient",80,"Canceled"
"City Hotel",0,0,"January",4,25,0,3,1,0,0,"BB","CHN",0,"Transient",93,"Check-Out"
"City Hotel",0,0,"May",19,10,0,1,2,0,0,"BB","AUT",0,"Transient",210,"Check-Out"
"City Hotel",0,150,"May",23,31,0,3,0,2,0,"BB","GBR",0,"Transient-Party",95.82,"Check-Out"
"Resort Hotel",0,45,"March",11,18,2,5,2,0,0,"BB","GBR",0,"Transient",50,"Check-Out"
"City Hotel",0,79,"April",15,12,0,5,2,0,0,"BB","FRA",0,"Transient",90.95,"Check-Out"
"City Hotel",1,273,"July",29,17,0,2,2,0,0,"HB","PRT",0,"Transient-Party",101.5,"Canceled"
"City Hotel",0,55,"September",37,6,2,0,2,0,0,"BB","ESP",0,"Transient-Party",75,"Check-Out"
"City Hotel",0,147,"August",35,28,1,5,2,0,0,"BB","USA",0,"Transient",229.17,"Check-Out"
"Resort Hotel",0,22,"June",25,18,2,0,2,0,0,"BB","PRT",0,"Transient",130,"Check-Out"
"Resort Hotel",1,175,"August",35,28,1,4,2,0,0,"BB","ESP",0,"Transient",230,"Canceled"
"City Hotel",1,451,"June",25,20,0,1,2,0,0,"BB","Unknown",0,"Transient",90,"Canceled"
"City Hotel",0,5,"October",41,7,0,2,2,0,0,"BB","ITA",0,"Transient",190,"Check-Out"
"City Hotel",0,228,"June",22,2,0,2,2,0,0,"BB","CHE",0,"Transient",91.51,"Check-Out"
"Resort Hotel",1,143,"March",14,27,2,4,2,0,0,"BB","PRT",0,"Transient",45.6,"Canceled"
"City Hotel",0,8,"March",10,1,0,3,1,0,0,"BB","ESP",0,"Transient",56,"Check-Out"
